transaccion_id,fecha,cliente,producto,precio_unitario,cantidad,estado
11417,2026-03-16,  Cliente_346  ,Mouse Inalámbrico,30.0,4,Completado
11418,2026-03-05,Cliente_196,Mouse Inalámbrico,30.0,0,Completado
11419,2026-02-20,Cliente_320,Teclado Mecánico,80.0,0,Completado
11420,2026-06-01,Cliente_538,Silla Ergonómica,250.0,3,Completado
11421,2026-08-26,  Cliente_199  ,Monitor 4K,350.0,2,Completado
11422,2026-05-15,  Cliente_309  ,Auriculares Noise-Canceling,150.0,5,Completado
11423,2026-06-14,  Cliente_319  ,Monitor 4K,350.0,2,Completado
11424,2026-03-23,Cliente_227,Teclado Mecánico,80.0,1,Completado
11425,2026-03-15,Cliente_209,Laptop Pro 15,,4,Cancelado
11426,2026-03-27,Cliente_287,Laptop Pro 15,1200.0,1,Completado
11427,2026-03-26,Cliente_167,Silla Ergonómica,,3,Completado
11428,2026-06-16,Cliente_222,Silla Ergonómica,250.0,3,Cancelado
11429,2026-06-04,Cliente_481,Mouse Inalámbrico,30.0,-1,Cancelado
11430,2026-01-26,Cliente_574,Silla Ergonómica,250.0,0,Cancelado
11431,2026-02-21,Cliente_490,Auriculares Noise-Canceling,150.0,4,Completado
11432,2026-08-17,Cliente_230,Laptop Pro 15,1200.0,2,Cancelado
11433,2026-08-22,Cliente_161,Teclado Mecánico,80.0,2,Pendiente
11434,2026-06-03,Cliente_186,Mouse Inalámbrico,30.0,3,Completado
11435,2026-06-27,  Cliente_598  ,Teclado Mecánico,80.0,3,Pendiente
11436,2026-02-12,Cliente_139,Mouse Inalámbrico,30.0,5,Cancelado
11437,2026-02-22,Cliente_240,Mouse Inalámbrico,30.0,2,Completado
11438,2026-07-22,  Cliente_576  ,Auriculares Noise-Canceling,150.0,4,Cancelado
11439,2026-03-17,Cliente_213,Silla Ergonómica,250.0,1,Cancelado
11440,2026-01-11,Cliente_250,Laptop Pro 15,1200.0,-1,Completado
11441,2026-07-30,  Cliente_228  ,Monitor 4K,350.0,5,Completado
11442,2026-03-25,Cliente_289,Laptop Pro 15,1200.0,4,Cancelado
11443,2026-03-25,Cliente_251,Teclado Mecánico,80.0,2,Completado
11444,2026-01-05,Cliente_598,Teclado Mecánico,80.0,1,Cancelado
11445,2026-03-07,Cliente_435,Laptop Pro 15,1200.0,4,Cancelado
11446,2026-02-22,Cliente_238,Auriculares Noise-Canceling,150.0,2,Pendiente
11447,2026-02-07,Cliente_289,Monitor 4K,350.0,4,Completado
11448,2026-02-18,Cliente_191,Mouse Inalámbrico,30.0,0,Completado
11449,2026-07-29,Cliente_191,Silla Ergonómica,250.0,1,Cancelado
11450,2026-08-21,Cliente_333,Monitor 4K,350.0,-1,Pendiente
11451,2026-01-04,Cliente_514,Laptop Pro 15,1200.0,0,Pendiente
11452,2026-06-14,  Cliente_526  ,Mouse Inalámbrico,,5,Completado
11453,03/06/2026,Cliente_422,Monitor 4K,350.0,1,Completado
11454,2026-01-22,Cliente_463,Laptop Pro 15,1200.0,5,Pendiente
11455,2026-05-03,Cliente_270,Auriculares Noise-Canceling,150.0,5,Completado
11456,31/07/2026,Cliente_111,Auriculares Noise-Canceling,150.0,4,Cancelado
11457,2026-08-22,Cliente_101,Teclado Mecánico,80.0,5,Completado
11458,2026-08-24,Cliente_216,Mouse Inalámbrico,30.0,1,Pendiente
11459,2026-02-13,Cliente_352,Silla Ergonómica,250.0,5,Completado
11460,2026-03-27,Cliente_416,Laptop Pro 15,1200.0,1,Completado
11461,2026-06-03,Cliente_272,Laptop Pro 15,1200.0,0,Pendiente
11462,2026-03-15,Cliente_519,Monitor 4K,350.0,4,Completado
11463,2026-07-27,Cliente_236,Teclado Mecánico,80.0,4,Completado
11464,2026-03-23,Cliente_176,Laptop Pro 15,1200.0,0,Pendiente
11465,2026-05-28,Cliente_158,Silla Ergonómica,250.0,2,Completado
11466,2026-04-01,Cliente_298,Monitor 4K,350.0,0,Pendiente
11467,2026-03-27,Cliente_426,Mouse Inalámbrico,30.0,2,Completado
11468,2026-05-17,Cliente_353,Mouse Inalámbrico,30.0,2,Completado
11469,2026-07-18,Cliente_396,Mouse Inalámbrico,30.0,4,Completado
11470,2026-01-05,  Cliente_536  ,Silla Ergonómica,250.0,1,Pendiente
11471,2026-08-06,Cliente_285,Monitor 4K,350.0,-1,Completado
11472,2026-08-27,Cliente_598,Teclado Mecánico,80.0,5,Completado
11473,2026-09-04,Cliente_161,Monitor 4K,350.0,-1,Completado
11474,2026-01-14,Cliente_291,Mouse Inalámbrico,30.0,4,Cancelado
11475,2026-02-07,Cliente_116,Laptop Pro 15,1200.0,3,Completado
11476,2026-02-08,Cliente_314,Monitor 4K,350.0,3,Pendiente
11477,2026-05-01,Cliente_254,Silla Ergonómica,250.0,3,Completado
11478,2026-02-09,  Cliente_157  ,Mouse Inalámbrico,30.0,4,Completado
11479,2026-08-02,Cliente_303,Auriculares Noise-Canceling,150.0,3,Pendiente
11480,2026-03-20,Cliente_357,Auriculares Noise-Canceling,150.0,1,Pendiente
11481,2026-02-02,Cliente_587,Monitor 4K,350.0,-1,Pendiente
11482,2026-09-07,Cliente_482,Auriculares Noise-Canceling,150.0,2,Completado
11483,2026-07-31,Cliente_308,Silla Ergonómica,250.0,1,Completado
11484,2026-01-20,Cliente_154,Teclado Mecánico,80.0,0,Completado
11485,2026-02-24,Cliente_134,Laptop Pro 15,1200.0,0,Completado
11486,2026-03-10,Cliente_224,Monitor 4K,350.0,4,Cancelado
11487,2026-03-22,Cliente_125,Auriculares Noise-Canceling,150.0,5,Completado
11488,2026-05-09,Cliente_304,Laptop Pro 15,1200.0,5,Pendiente
11489,2026-03-26,Cliente_150,Silla Ergonómica,250.0,0,Cancelado
11490,2026-07-23,Cliente_401,Laptop Pro 15,1200.0,5,Cancelado
11491,2026-08-15,Cliente_141,Laptop Pro 15,1200.0,0,Completado
11492,2026-02-11,Cliente_468,Monitor 4K,350.0,4,Cancelado
11493,2026-07-16,Cliente_577,Auriculares Noise-Canceling,150.0,3,Completado
11494,2026-01-11,Cliente_321,Teclado Mecánico,80.0,3,Pendiente
11495,2026-02-09,Cliente_591,Monitor 4K,350.0,3,Pendiente
11496,2026-05-21,Cliente_259,Laptop Pro 15,1200.0,0,Completado
11497,2026-02-11,Cliente_252,Mouse Inalámbrico,30.0,1,Cancelado
11498,2026-04-28,Cliente_496,Teclado Mecánico,80.0,-1,Pendiente
11499,2026-08-29,Cliente_172,Teclado Mecánico,80.0,2,Cancelado
11500,2026-08-08,Cliente_310,Mouse Inalámbrico,30.0,5,Completado
11501,2026-04-06,Cliente_261,Mouse Inalámbrico,30.0,5,Pendiente
11502,2026-01-15,  Cliente_430  ,Auriculares Noise-Canceling,150.0,4,Completado
11503,2026-03-16,Cliente_154,Silla Ergonómica,250.0,-1,Cancelado
11504,2026-06-21,Cliente_337,Mouse Inalámbrico,30.0,0,Pendiente
11505,2026-02-16,Cliente_144,Mouse Inalámbrico,30.0,5,Pendiente
11506,2026-06-04,  Cliente_276  ,Mouse Inalámbrico,30.0,1,Pendiente
11507,2026-05-01,Cliente_586,Laptop Pro 15,1200.0,-1,Completado
11508,2026-08-28,Cliente_132,Teclado Mecánico,80.0,3,Pendiente
11509,2026-07-14,Cliente_588,Mouse Inalámbrico,30.0,0,Completado
11510,2026-04-14,Cliente_241,Teclado Mecánico,80.0,-1,Pendiente
11511,2026-08-01,Cliente_195,Mouse Inalámbrico,30.0,4,Pendiente
11512,2026-08-30,Cliente_279,Teclado Mecánico,80.0,1,Pendiente
11513,2026-04-01,Cliente_324,Auriculares Noise-Canceling,150.0,0,Cancelado
11514,2026-02-20,Cliente_406,Mouse Inalámbrico,30.0,3,Cancelado
11515,2026-07-07,Cliente_581,Auriculares Noise-Canceling,150.0,4,Completado
11516,2026-08-10,Cliente_356,Laptop Pro 15,1200.0,2,Pendiente
11517,2026-08-02,Cliente_583,Teclado Mecánico,80.0,-1,Pendiente
11518,2026-09-08,  Cliente_482  ,Silla Ergonómica,250.0,-1,Cancelado
11519,2026-02-18,Cliente_588,Monitor 4K,350.0,0,Cancelado
11520,2026-03-20,  Cliente_560  ,Laptop Pro 15,1200.0,1,Completado
11521,2026-04-01,Cliente_281,Silla Ergonómica,250.0,2,Pendiente
11522,2026-04-28,Cliente_191,Auriculares Noise-Canceling,150.0,1,Completado
11523,2026-08-05,Cliente_246,Auriculares Noise-Canceling,150.0,3,Pendiente
11524,2026-08-08,Cliente_564,Silla Ergonómica,250.0,3,Completado
11525,2026-01-27,Cliente_311,Laptop Pro 15,1200.0,-1,Cancelado
11526,2026-01-09,Cliente_513,Auriculares Noise-Canceling,150.0,2,Pendiente
11527,2026-02-20,Cliente_159,Monitor 4K,350.0,2,Completado
11528,2026-06-15,Cliente_521,Teclado Mecánico,80.0,2,Pendiente
11529,2026-03-10,Cliente_246,Laptop Pro 15,1200.0,5,Completado
11530,03/03/2026,Cliente_445,Teclado Mecánico,80.0,5,Pendiente
11531,2026-07-29,Cliente_531,Laptop Pro 15,,0,Cancelado
11532,2026-05-23,Cliente_224,Teclado Mecánico,80.0,3,Completado
11533,2026-05-28,  Cliente_578  ,Auriculares Noise-Canceling,150.0,5,Pendiente
11534,2026-03-01,Cliente_324,Silla Ergonómica,250.0,1,Completado
11535,2026-07-15,Cliente_532,Auriculares Noise-Canceling,150.0,3,Completado
11536,2026-01-07,Cliente_148,Auriculares Noise-Canceling,150.0,1,Cancelado
11537,2026-01-21,Cliente_598,Monitor 4K,,4,Completado
11538,2026-04-02,Cliente_499,Silla Ergonómica,250.0,2,Completado
11539,2026-07-26,Cliente_500,Teclado Mecánico,80.0,5,Completado
11540,2026-01-06,Cliente_422,Silla Ergonómica,250.0,-1,Cancelado
11541,2026-03-14,Cliente_173,Laptop Pro 15,1200.0,3,Completado
11542,2026-02-23,Cliente_530,Laptop Pro 15,1200.0,5,Pendiente
11543,2026-02-23,Cliente_140,Laptop Pro 15,1200.0,2,Pendiente
11544,18/03/2026,Cliente_193,Teclado Mecánico,80.0,2,Completado
11545,2026-09-07,Cliente_161,Silla Ergonómica,250.0,3,Completado
11546,2026-05-14,Cliente_182,Mouse Inalámbrico,30.0,3,Completado
11547,2026-07-14,  Cliente_363  ,Monitor 4K,350.0,3,Completado
11548,2026-01-22,Cliente_213,Laptop Pro 15,1200.0,-1,Completado
11549,2026-07-01,Cliente_279,Teclado Mecánico,80.0,0,Completado
11550,2026-04-13,Cliente_585,Mouse Inalámbrico,30.0,2,Completado
11551,2026-09-04,Cliente_244,Monitor 4K,350.0,5,Cancelado
11552,2026-05-05,Cliente_470,Auriculares Noise-Canceling,150.0,5,Pendiente
11553,2026-01-28,Cliente_419,Mouse Inalámbrico,30.0,1,Pendiente
11554,2026-01-17,Cliente_520,Monitor 4K,350.0,1,Completado
11555,2026-08-13,Cliente_524,Auriculares Noise-Canceling,150.0,2,Cancelado
11556,2026-04-20,Cliente_266,Teclado Mecánico,80.0,-1,Completado
11557,2026-07-19,Cliente_175,Monitor 4K,350.0,4,Completado
11558,2026-05-26,Cliente_339,Teclado Mecánico,80.0,4,Completado
11559,2026-02-25,Cliente_370,Auriculares Noise-Canceling,150.0,1,Completado
11560,2026-05-27,Cliente_139,Silla Ergonómica,250.0,5,Pendiente
11561,20/02/2026,Cliente_202,Silla Ergonómica,250.0,1,Pendiente
11562,2026-04-26,Cliente_164,Mouse Inalámbrico,30.0,1,Completado
11563,2026-06-14,  Cliente_110  ,Auriculares Noise-Canceling,150.0,3,Cancelado
11564,14/04/2026,Cliente_596,Laptop Pro 15,1200.0,1,Cancelado
11565,2026-01-25,  Cliente_341  ,Auriculares Noise-Canceling,150.0,4,Pendiente
11566,2026-01-21,Cliente_305,Silla Ergonómica,250.0,1,Completado
11567,2026-05-07,Cliente_333,Mouse Inalámbrico,30.0,2,Completado
11568,31/07/2026,  Cliente_125  ,Teclado Mecánico,80.0,-1,Completado
11569,2026-01-23,Cliente_188,Teclado Mecánico,80.0,4,Completado
11570,2026-08-15,Cliente_233,Auriculares Noise-Canceling,150.0,4,Completado
11571,2026-06-06,Cliente_453,Laptop Pro 15,1200.0,-1,Pendiente
11572,2026-02-02,Cliente_162,Teclado Mecánico,80.0,0,Completado
11573,2026-02-01,Cliente_443,Auriculares Noise-Canceling,150.0,2,Completado
11574,2026-07-17,Cliente_265,Auriculares Noise-Canceling,150.0,2,Completado
11575,2026-05-23,Cliente_281,Laptop Pro 15,1200.0,1,Completado
11576,2026-01-20,Cliente_140,Silla Ergonómica,250.0,5,Completado
11577,2026-02-18,Cliente_298,Monitor 4K,,0,Completado
11578,2026-03-22,Cliente_540,Monitor 4K,350.0,5,Completado
11579,2026-08-23,Cliente_155,Silla Ergonómica,250.0,0,Completado
11580,2026-07-19,Cliente_204,Mouse Inalámbrico,30.0,5,Completado
11581,2026-05-28,Cliente_546,Teclado Mecánico,80.0,4,Completado
11582,2026-08-17,Cliente_109,Mouse Inalámbrico,30.0,4,Completado
11583,2026-01-31,Cliente_236,Laptop Pro 15,1200.0,3,Completado
11584,2026-05-11,Cliente_321,Teclado Mecánico,80.0,0,Pendiente
11585,2026-08-26,Cliente_475,Teclado Mecánico,80.0,-1,Completado
11586,2026-05-07,Cliente_412,Monitor 4K,350.0,3,Completado
11587,2026-01-30,Cliente_213,Silla Ergonómica,250.0,0,Completado
11588,2026-02-27,Cliente_242,Auriculares Noise-Canceling,150.0,-1,Pendiente
11589,2026-06-27,Cliente_551,Mouse Inalámbrico,30.0,0,Completado
11590,2026-06-02,Cliente_462,Monitor 4K,350.0,1,Completado
11591,2026-03-20,Cliente_479,Laptop Pro 15,1200.0,4,Completado
11592,2026-08-19,Cliente_271,Monitor 4K,350.0,-1,Completado
11593,2026-03-09,  Cliente_599  ,Silla Ergonómica,250.0,1,Completado
11594,2026-05-02,Cliente_597,Silla Ergonómica,250.0,-1,Pendiente
11595,2026-06-24,Cliente_391,Monitor 4K,350.0,-1,Completado
11596,2026-01-26,Cliente_149,Auriculares Noise-Canceling,150.0,5,Completado
11597,2026-06-19,Cliente_232,Mouse Inalámbrico,30.0,1,Completado
11598,2026-08-17,Cliente_271,Mouse Inalámbrico,,1,Cancelado
11599,2026-01-06,Cliente_428,Mouse Inalámbrico,30.0,4,Pendiente
11600,2026-03-04,Cliente_116,Monitor 4K,350.0,0,Pendiente
11601,2026-04-07,Cliente_589,Teclado Mecánico,80.0,-1,Completado
11602,2026-05-15,Cliente_549,Silla Ergonómica,250.0,2,Completado
11603,2026-03-21,Cliente_242,Teclado Mecánico,80.0,2,Cancelado
11604,2026-07-23,Cliente_322,Auriculares Noise-Canceling,150.0,5,Completado
11605,2026-02-07,Cliente_451,Teclado Mecánico,80.0,-1,Completado
11606,2026-03-19,Cliente_184,Auriculares Noise-Canceling,150.0,3,Completado
11607,2026-06-01,Cliente_523,Teclado Mecánico,,-1,Pendiente
11608,2026-01-13,Cliente_101,Teclado Mecánico,,1,Completado
11609,2026-05-24,Cliente_494,Teclado Mecánico,80.0,3,Completado
11610,2026-08-24,Cliente_400,Silla Ergonómica,250.0,4,Completado
11611,2026-06-13,Cliente_448,Laptop Pro 15,1200.0,1,Pendiente
11612,2026-05-25,Cliente_189,Laptop Pro 15,1200.0,1,Completado
11613,2026-04-17,Cliente_170,Auriculares Noise-Canceling,150.0,5,Completado
11614,2026-05-20,Cliente_337,Teclado Mecánico,80.0,3,Pendiente
11615,2026-08-28,Cliente_358,Laptop Pro 15,1200.0,2,Completado
11616,29/04/2026,Cliente_311,Mouse Inalámbrico,30.0,2,Cancelado
11617,2026-06-07,  Cliente_172  ,Laptop Pro 15,1200.0,2,Completado
11618,2026-05-25,Cliente_561,Auriculares Noise-Canceling,150.0,0,Completado
11619,2026-07-15,  Cliente_514  ,Mouse Inalámbrico,30.0,4,Pendiente
11620,2026-01-28,Cliente_433,Laptop Pro 15,1200.0,1,Completado
11621,2026-02-01,Cliente_132,Teclado Mecánico,80.0,4,Cancelado
11622,2026-05-24,Cliente_174,Silla Ergonómica,250.0,4,Pendiente
11623,2026-03-19,Cliente_180,Monitor 4K,350.0,4,Completado
11624,2026-02-09,Cliente_101,Mouse Inalámbrico,30.0,0,Completado
11625,2026-08-02,Cliente_113,Auriculares Noise-Canceling,150.0,0,Pendiente
11626,2026-07-29,Cliente_195,Laptop Pro 15,1200.0,1,Cancelado
11627,2026-06-07,Cliente_437,Teclado Mecánico,80.0,4,Completado
11628,2026-03-03,Cliente_437,Silla Ergonómica,,0,Cancelado
11629,2026-09-03,Cliente_152,Monitor 4K,350.0,1,Completado
11630,2026-04-29,Cliente_155,Silla Ergonómica,250.0,2,Pendiente
11631,2026-01-03,Cliente_300,Monitor 4K,,2,Completado
11632,2026-08-21,Cliente_122,Silla Ergonómica,250.0,4,Completado
11633,2026-04-02,Cliente_182,Mouse Inalámbrico,30.0,2,Cancelado
11634,2026-01-17,Cliente_363,Monitor 4K,350.0,4,Completado
11635,2026-08-08,Cliente_467,Teclado Mecánico,80.0,3,Completado
11636,2026-06-15,  Cliente_530  ,Silla Ergonómica,250.0,2,Pendiente
11637,2026-07-18,Cliente_360,Auriculares Noise-Canceling,150.0,3,Completado
11638,2026-05-30,Cliente_279,Monitor 4K,350.0,3,Pendiente
11639,2026-01-25,Cliente_219,Laptop Pro 15,1200.0,5,Pendiente
11640,2026-07-26,Cliente_496,Silla Ergonómica,250.0,5,Completado
11641,2026-07-13,Cliente_297,Laptop Pro 15,1200.0,0,Completado
11642,2026-01-19,  Cliente_484  ,Laptop Pro 15,1200.0,-1,Completado
11643,2026-01-28,Cliente_265,Auriculares Noise-Canceling,150.0,-1,Pendiente
11644,2026-03-06,Cliente_201,Monitor 4K,350.0,3,Completado
11645,2026-07-27,Cliente_371,Monitor 4K,350.0,0,Completado
11646,2026-07-27,  Cliente_118  ,Auriculares Noise-Canceling,,4,Completado
11647,2026-03-29,Cliente_137,Teclado Mecánico,80.0,3,Cancelado
11648,2026-05-09,Cliente_343,Mouse Inalámbrico,30.0,0,Cancelado
11649,2026-06-10,  Cliente_319  ,Auriculares Noise-Canceling,150.0,5,Completado
11650,2026-01-31,Cliente_152,Auriculares Noise-Canceling,150.0,5,Completado
11651,2026-03-16,Cliente_582,Auriculares Noise-Canceling,150.0,-1,Completado
11652,2026-09-05,Cliente_181,Mouse Inalámbrico,30.0,-1,Cancelado
11653,2026-03-21,Cliente_357,Auriculares Noise-Canceling,150.0,3,Completado
11654,2026-08-23,Cliente_580,Auriculares Noise-Canceling,150.0,-1,Completado
11655,2026-07-15,Cliente_555,Laptop Pro 15,1200.0,1,Completado
11656,2026-08-22,Cliente_440,Auriculares Noise-Canceling,150.0,1,Completado
11657,2026-08-02,Cliente_460,Mouse Inalámbrico,30.0,3,Completado
11658,2026-08-26,Cliente_414,Teclado Mecánico,80.0,2,Cancelado
11659,2026-01-10,Cliente_154,Mouse Inalámbrico,30.0,1,Completado
11660,2026-08-13,Cliente_536,Silla Ergonómica,250.0,2,Completado
11661,2026-06-05,Cliente_374,Laptop Pro 15,,5,Completado
11662,2026-02-02,Cliente_457,Auriculares Noise-Canceling,150.0,2,Pendiente
11663,2026-08-20,Cliente_416,Auriculares Noise-Canceling,150.0,2,Completado
11664,31/05/2026,Cliente_148,Teclado Mecánico,80.0,-1,Pendiente
11665,2026-01-12,Cliente_391,Silla Ergonómica,250.0,5,Completado
11666,2026-04-23,  Cliente_165  ,Silla Ergonómica,250.0,-1,Completado
11667,2026-02-03,Cliente_250,Teclado Mecánico,80.0,4,Pendiente
11668,2026-05-20,  Cliente_581  ,Silla Ergonómica,250.0,-1,Completado
11669,2026-05-22,Cliente_500,Monitor 4K,350.0,1,Completado
11670,2026-01-27,Cliente_358,Auriculares Noise-Canceling,150.0,1,Pendiente
11671,2026-08-22,Cliente_205,Silla Ergonómica,250.0,2,Cancelado
11672,2026-07-05,Cliente_291,Monitor 4K,350.0,3,Completado
11673,2026-04-27,Cliente_492,Laptop Pro 15,1200.0,4,Completado
11674,2026-03-18,Cliente_297,Mouse Inalámbrico,30.0,1,Completado
11675,2026-08-09,Cliente_110,Laptop Pro 15,1200.0,3,Pendiente
11676,2026-05-17,Cliente_321,Laptop Pro 15,1200.0,2,Completado
11677,2026-06-05,Cliente_566,Laptop Pro 15,1200.0,1,Completado
11678,2026-03-29,Cliente_115,Teclado Mecánico,80.0,3,Cancelado
11679,2026-07-12,Cliente_477,Mouse Inalámbrico,30.0,5,Completado
11680,2026-08-08,Cliente_248,Auriculares Noise-Canceling,150.0,4,Cancelado
11681,2026-03-08,Cliente_366,Mouse Inalámbrico,30.0,4,Pendiente
11682,2026-03-13,Cliente_108,Mouse Inalámbrico,30.0,0,Completado
11683,2026-05-27,Cliente_273,Laptop Pro 15,1200.0,5,Cancelado
11684,2026-07-27,Cliente_435,Teclado Mecánico,80.0,4,Completado
11685,2026-08-05,Cliente_236,Laptop Pro 15,1200.0,4,Pendiente
11686,2026-05-03,  Cliente_284  ,Laptop Pro 15,1200.0,2,Cancelado
11687,2026-08-18,Cliente_242,Monitor 4K,350.0,3,Completado
11688,2026-03-08,Cliente_242,Laptop Pro 15,1200.0,1,Completado
11689,2026-01-13,Cliente_436,Monitor 4K,350.0,0,Completado
11690,2026-01-11,Cliente_263,Monitor 4K,350.0,5,Completado
11691,2026-06-23,Cliente_109,Laptop Pro 15,1200.0,1,Completado
11692,2026-01-20,Cliente_156,Auriculares Noise-Canceling,150.0,3,Completado
11693,2026-08-01,Cliente_291,Auriculares Noise-Canceling,150.0,0,Pendiente
11694,2026-06-05,Cliente_268,Laptop Pro 15,1200.0,1,Completado
11695,2026-03-17,Cliente_599,Mouse Inalámbrico,30.0,1,Completado
11696,2026-01-28,Cliente_114,Teclado Mecánico,80.0,0,Completado
11697,2026-07-02,Cliente_398,Auriculares Noise-Canceling,150.0,4,Completado
11698,2026-04-08,Cliente_177,Mouse Inalámbrico,30.0,-1,Completado
11699,2026-06-11,Cliente_395,Laptop Pro 15,1200.0,0,Pendiente
11700,2026-01-14,Cliente_509,Auriculares Noise-Canceling,150.0,5,Cancelado
11701,2026-03-17,Cliente_395,Auriculares Noise-Canceling,150.0,1,Completado
11702,2026-07-11,Cliente_262,Monitor 4K,350.0,1,Completado
11703,2026-05-24,Cliente_281,Mouse Inalámbrico,30.0,2,Completado
11704,2026-02-28,Cliente_315,Silla Ergonómica,250.0,0,Completado
11705,2026-02-05,Cliente_441,Auriculares Noise-Canceling,150.0,2,Completado
11706,2026-02-07,Cliente_359,Teclado Mecánico,80.0,-1,Completado
11707,2026-03-09,Cliente_315,Monitor 4K,350.0,-1,Pendiente
11708,2026-01-07,  Cliente_321  ,Silla Ergonómica,250.0,5,Completado
11709,2026-04-19,Cliente_563,Monitor 4K,350.0,3,Pendiente
11710,2026-08-18,Cliente_273,Silla Ergonómica,250.0,4,Completado
11711,2026-01-19,Cliente_124,Auriculares Noise-Canceling,150.0,-1,Completado
11712,2026-04-22,Cliente_528,Mouse Inalámbrico,30.0,4,Pendiente
11713,2026-08-23,Cliente_402,Silla Ergonómica,250.0,0,Cancelado
11714,2026-06-22,Cliente_290,Laptop Pro 15,1200.0,-1,Pendiente
11715,2026-08-30,Cliente_244,Teclado Mecánico,80.0,3,Completado
11716,2026-05-15,Cliente_560,Teclado Mecánico,80.0,-1,Pendiente
11717,06/02/2026,Cliente_589,Teclado Mecánico,80.0,1,Completado
11718,2026-01-26,Cliente_261,Mouse Inalámbrico,30.0,3,Completado
11719,2026-02-13,Cliente_554,Laptop Pro 15,1200.0,2,Completado
11720,2026-01-25,Cliente_173,Auriculares Noise-Canceling,150.0,0,Cancelado
11721,2026-05-18,Cliente_377,Monitor 4K,,-1,Completado
11722,2026-08-30,Cliente_245,Mouse Inalámbrico,30.0,-1,Pendiente
11723,2026-08-24,Cliente_252,Silla Ergonómica,250.0,0,Completado
11724,2026-02-05,Cliente_543,Mouse Inalámbrico,30.0,2,Completado
11725,2026-01-20,Cliente_473,Teclado Mecánico,80.0,4,Cancelado
11726,2026-07-18,Cliente_445,Teclado Mecánico,80.0,4,Completado
11727,2026-02-18,Cliente_263,Laptop Pro 15,1200.0,4,Completado
11728,2026-08-12,Cliente_293,Silla Ergonómica,250.0,0,Completado
11729,2026-05-08,Cliente_476,Teclado Mecánico,80.0,2,Completado
11730,24/02/2026,Cliente_484,Silla Ergonómica,250.0,3,Completado
11731,2026-04-18,Cliente_120,Mouse Inalámbrico,30.0,0,Cancelado
11732,2026-05-16,Cliente_348,Mouse Inalámbrico,30.0,0,Completado
11733,2026-07-23,Cliente_351,Teclado Mecánico,80.0,1,Cancelado
11734,2026-09-04,  Cliente_158  ,Teclado Mecánico,80.0,1,Completado
11735,2026-01-30,Cliente_318,Mouse Inalámbrico,30.0,1,Completado
11736,2026-07-18,Cliente_166,Silla Ergonómica,250.0,4,Pendiente
11737,2026-05-10,  Cliente_238  ,Auriculares Noise-Canceling,150.0,0,Pendiente
11738,2026-04-16,Cliente_263,Laptop Pro 15,1200.0,1,Pendiente
11739,2026-02-26,Cliente_473,Mouse Inalámbrico,30.0,-1,Completado
11740,2026-05-18,Cliente_186,Teclado Mecánico,80.0,0,Completado
11741,2026-09-01,Cliente_111,Auriculares Noise-Canceling,150.0,0,Pendiente
11742,2026-07-16,Cliente_493,Laptop Pro 15,1200.0,1,Completado
11743,2026-08-03,Cliente_181,Auriculares Noise-Canceling,150.0,3,Completado
11744,2026-05-22,Cliente_211,Teclado Mecánico,80.0,1,Completado
11745,2026-05-09,Cliente_153,Laptop Pro 15,1200.0,5,Pendiente
11746,2026-07-17,  Cliente_424  ,Laptop Pro 15,1200.0,1,Completado
11747,2026-04-13,Cliente_436,Teclado Mecánico,80.0,5,Completado
11748,2026-07-07,Cliente_491,Laptop Pro 15,1200.0,3,Completado
11749,2026-07-08,Cliente_149,Silla Ergonómica,250.0,3,Pendiente
11750,2026-04-19,Cliente_266,Monitor 4K,350.0,5,Completado
11751,2026-06-17,  Cliente_597  ,Teclado Mecánico,80.0,0,Pendiente
11752,2026-03-13,Cliente_388,Teclado Mecánico,80.0,0,Cancelado
11753,2026-04-11,Cliente_473,Auriculares Noise-Canceling,150.0,-1,Cancelado
11754,2026-04-12,Cliente_113,Silla Ergonómica,250.0,0,Pendiente
11755,2026-02-06,Cliente_271,Teclado Mecánico,80.0,-1,Completado
11756,2026-06-01,Cliente_351,Laptop Pro 15,1200.0,0,Completado
11757,2026-05-26,Cliente_530,Mouse Inalámbrico,30.0,2,Completado
11758,08/02/2026,Cliente_528,Mouse Inalámbrico,30.0,1,Cancelado
11759,2026-07-13,Cliente_208,Auriculares Noise-Canceling,150.0,-1,Pendiente
11760,2026-07-01,Cliente_337,Auriculares Noise-Canceling,150.0,4,Cancelado
11761,2026-06-29,Cliente_318,Silla Ergonómica,250.0,-1,Completado
11762,2026-04-23,Cliente_202,Laptop Pro 15,1200.0,4,Completado
11763,2026-05-15,Cliente_512,Laptop Pro 15,1200.0,2,Cancelado
11764,2026-07-04,Cliente_251,Mouse Inalámbrico,30.0,1,Completado
11765,2026-02-06,Cliente_185,Auriculares Noise-Canceling,150.0,1,Completado
11766,2026-05-01,Cliente_229,Auriculares Noise-Canceling,150.0,1,Completado
11767,2026-05-15,Cliente_185,Silla Ergonómica,250.0,5,Pendiente
11768,08/09/2026,Cliente_135,Laptop Pro 15,1200.0,0,Completado
11769,2026-01-16,Cliente_149,Monitor 4K,350.0,3,Cancelado
11770,2026-03-30,Cliente_216,Monitor 4K,350.0,4,Completado
11771,2026-03-20,Cliente_474,Teclado Mecánico,80.0,5,Pendiente
11772,2026-06-01,Cliente_140,Teclado Mecánico,80.0,4,Completado
11773,2026-05-14,Cliente_509,Teclado Mecánico,80.0,3,Pendiente
